iter	Logloss
436	0.0008046534109
437	0.0008022240455
438	0.0008001150877
439	0.0007977211969
440	0.0007935653745
441	0.0007923586525
442	0.0007911071583
443	0.0007884822953
444	0.0007866151134
445	0.0007836634402
446	0.0007828590902
447	0.0007812520493
448	0.0007793218101
449	0.0007781972582
450	0.0007761375129
451	0.0007746340334
452	0.0007712835076
453	0.0007696208155
454	0.0007680360681
455	0.0007667769142
456	0.0007649409375
457	0.0007635317567
458	0.0007612391967
459	0.000759474195
460	0.0007570826156
461	0.0007556834419
462	0.0007547757747
463	0.0007531902248
464	0.0007520139177
465	0.000750426247
466	0.0007483711217
467	0.0007457952714
468	0.0007433523884
469	0.000742482862
470	0.0007413698387
471	0.000740196622
472	0.0007391566547
473	0.0007375957184
474	0.0007337838652
475	0.0007317672047
476	0.0007296521408
477	0.0007273317273
478	0.0007247574136
479	0.000723580637
480	0.0007213860528
481	0.0007201917016
482	0.0007176600918
483	0.0007158903938
484	0.0007143091387
485	0.0007132394535
486	0.0007120113087
487	0.0007105907304
488	0.000708845302
489	0.0007079035784
490	0.0007049225864
491	0.0007038011667
492	0.0007027459734
493	0.0007018396442
494	0.0006997292591
495	0.0006988984413
496	0.0006975336798
497	0.0006954988216
498	0.00069329754
499	0.0006925616844
